PUBLISH_DATE,TRADING_NAME,BRAND_DESCRIPTION,PRODUCT_DESCRIPTION,PRODUCT_PRICE,ADDRESS,LOCATION,POSTCODE,AREA_DESCRIPTION,REGION_DESCRIPTION,
01/07/2022,53 Mile Roadhouse,United,ULP,203.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/07/2022,53 Mile Roadhouse,United,Diesel,229.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/07/2022,53 Mile Roadhouse,United,98 RON,220.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/07/2022,7-Eleven Ascot,7-Eleven,ULP,229.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/07/2022,7-Eleven Ascot,7-Eleven,Brand Diesel,229.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/07/2022,7-Eleven Ascot,7-Eleven,PULP,241.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/07/2022,7-Eleven Ascot,7-Eleven,98 RON,249.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/07/2022,7-Eleven Balcatta,7-Eleven,ULP,223.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/07/2022,7-Eleven Balcatta,7-Eleven,Brand Diesel,229.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/07/2022,7-Eleven Balcatta,7-Eleven,PULP,235.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/07/2022,7-Eleven Balcatta,7-Eleven,98 RON,243.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/07/2022,7-Eleven Baldivis,7-Eleven,ULP,199.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/07/2022,7-Eleven Baldivis,7-Eleven,Brand Diesel,225.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/07/2022,7-Eleven Baldivis,7-Eleven,PULP,211.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/07/2022,7-Eleven Baldivis,7-Eleven,98 RON,219.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/07/2022,7-Eleven Balga,7-Eleven,ULP,226.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/07/2022,7-Eleven Balga,7-Eleven,Brand Diesel,230.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/07/2022,7-Eleven Balga,7-Eleven,PULP,238.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/07/2022,7-Eleven Balga,7-Eleven,98 RON,246.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/07/2022,7-Eleven Banksia Grove,7-Eleven,ULP,219.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/07/2022,7-Eleven Banksia Grove,7-Eleven,Brand Diesel,230.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/07/2022,7-Eleven Banksia Grove,7-Eleven,PULP,231.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/07/2022,7-Eleven Banksia Grove,7-Eleven,98 RON,239.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/07/2022,7-Eleven Bassendean,7-Eleven,ULP,205.9,302-318 Collier Rd,BASSENDEAN,6054,North of River,Metro,
01/07/2022,7-Eleven Bassendean,7-Eleven,Brand Diesel,229.9,302-318 Collier Rd,BASSENDEAN,6054,North of River,Metro,
01/07/2022,7-Eleven Bassendean,7-Eleven,PULP,217.9,302-318 Collier Rd,BASSENDEAN,6054,North of River,Metro,
01/07/2022,7-Eleven Bassendean,7-Eleven,98 RON,225.9,302-318 Collier Rd,BASSENDEAN,6054,North of River,Metro,
01/07/2022,7-Eleven Bentley,7-Eleven,ULP,205.9,1133-1135 Albany Hwy,BENTLEY,6102,South of River,Metro,
01/07/2022,7-Eleven Bentley,7-Eleven,Brand Diesel,227.9,1133-1135 Albany Hwy,BENTLEY,6102,South of River,Metro,
01/07/2022,7-Eleven Bentley,7-Eleven,PULP,217.9,1133-1135 Albany Hwy,BENTLEY,6102,South of River,Metro,
01/07/2022,7-Eleven Bentley,7-Eleven,98 RON,225.9,1133-1135 Albany Hwy,BENTLEY,6102,South of River,Metro,
01/07/2022,7-Eleven Bibra Lake,7-Eleven,ULP,226.9,35 Port Kembla Dr,BIBRA LAKE,6163,South of River,Metro,
01/07/2022,7-Eleven Bibra Lake,7-Eleven,Brand Diesel,229.9,35 Port Kembla Dr,BIBRA LAKE,6163,South of River,Metro,
01/07/2022,7-Eleven Bibra Lake,7-Eleven,PULP,238.9,35 Port Kembla Dr,BIBRA LAKE,6163,South of River,Metro,
01/07/2022,7-Eleven Bibra Lake,7-Eleven,98 RON,246.9,35 Port Kembla Dr,BIBRA LAKE,6163,South of River,Metro,
01/07/2022,7-Eleven Booragoon,7-Eleven,ULP,223.9,492 Marmion St,BOORAGOON,6154,South of River,Metro,
01/07/2022,7-Eleven Booragoon,7-Eleven,Brand Diesel,230.9,492 Marmion St,BOORAGOON,6154,South of River,Metro,
01/07/2022,7-Eleven Booragoon,7-Eleven,PULP,235.9,492 Marmion St,BOORAGOON,6154,South of River,Metro,
01/07/2022,7-Eleven Booragoon,7-Eleven,98 RON,243.9,492 Marmion St,BOORAGOON,6154,South of River,Metro,
01/07/2022,7-Eleven Brabham,7-Eleven,ULP,226.9,3 Marvel Ent,BRABHAM,6055,East/Hills,Metro,
01/07/2022,7-Eleven Brabham,7-Eleven,Brand Diesel,229.9,3 Marvel Ent,BRABHAM,6055,East/Hills,Metro,
01/07/2022,7-Eleven Brabham,7-Eleven,PULP,238.9,3 Marvel Ent,BRABHAM,6055,East/Hills,Metro,
01/07/2022,7-Eleven Brabham,7-Eleven,98 RON,246.9,3 Marvel Ent,BRABHAM,6055,East/Hills,Metro,
01/07/2022,7-Eleven Busselton,7-Eleven,ULP,205.9,81-93 West St,BUSSELTON,6280,Busselton-Shire,South-West,
01/07/2022,7-Eleven Busselton,7-Eleven,Brand Diesel,230.9,81-93 West St,BUSSELTON,6280,Busselton-Shire,South-West,
01/07/2022,7-Eleven Busselton,7-Eleven,PULP,217.9,81-93 West St,BUSSELTON,6280,Busselton-Shire,South-West,
01/07/2022,7-Eleven Busselton,7-Eleven,98 RON,225.9,81-93 West St,BUSSELTON,6280,Busselton-Shire,South-West,
