PUBLISH_DATE,TRADING_NAME,BRAND_DESCRIPTION,PRODUCT_DESCRIPTION,PRODUCT_PRICE,ADDRESS,LOCATION,POSTCODE,AREA_DESCRIPTION,REGION_DESCRIPTION,
01/10/2022,53 Mile Roadhouse,United,ULP,162.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/10/2022,53 Mile Roadhouse,United,Diesel,195.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/10/2022,53 Mile Roadhouse,United,98 RON,181.9,31 South Western Hwy,PINJARRA,6208,Murray,Peel,
01/10/2022,7-Eleven Ascot,7-Eleven,ULP,163.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/10/2022,7-Eleven Ascot,7-Eleven,Brand Diesel,199.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/10/2022,7-Eleven Ascot,7-Eleven,PULP,175.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/10/2022,7-Eleven Ascot,7-Eleven,98 RON,183.9,194 Great Eastern Hwy,ASCOT,6104,South of River,Metro,
01/10/2022,7-Eleven Balcatta,7-Eleven,ULP,169.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/10/2022,7-Eleven Balcatta,7-Eleven,Brand Diesel,201.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/10/2022,7-Eleven Balcatta,7-Eleven,PULP,181.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/10/2022,7-Eleven Balcatta,7-Eleven,98 RON,189.9,174 Balcatta Rd,BALCATTA,6021,North of River,Metro,
01/10/2022,7-Eleven Baldivis,7-Eleven,ULP,165.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/10/2022,7-Eleven Baldivis,7-Eleven,Brand Diesel,199.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/10/2022,7-Eleven Baldivis,7-Eleven,PULP,177.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/10/2022,7-Eleven Baldivis,7-Eleven,98 RON,185.9,370 Baldivis Rd,BALDIVIS,6171,South of River,Metro,
01/10/2022,7-Eleven Balga,7-Eleven,ULP,169.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/10/2022,7-Eleven Balga,7-Eleven,Brand Diesel,203.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/10/2022,7-Eleven Balga,7-Eleven,PULP,181.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/10/2022,7-Eleven Balga,7-Eleven,98 RON,189.9,102 Princess Rd,BALGA,6061,North of River,Metro,
01/10/2022,7-Eleven Banksia Grove,7-Eleven,ULP,173.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/10/2022,7-Eleven Banksia Grove,7-Eleven,Brand Diesel,199.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/10/2022,7-Eleven Banksia Grove,7-Eleven,PULP,185.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
01/10/2022,7-Eleven Banksia Grove,7-Eleven,98 RON,193.9,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,North of River,Metro,
